1;1;1;fisico;falda-de-flores-1;Falda de Flores;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";29;vistas/img/productos/ropa/ropa03.jpg;1;404;0;0;0;1;1;11;40;vistas/img/ofertas/Ropa-para-dama.jpg;2017-12-31 23:59:59;1;1;10;2017-12-31 23:59:59
2;1;1;fisico;vestido-jean-1;Vestido Jean;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";29;vistas/img/productos/ropa/ropa04.jpg;2;403;0;0;0;1;1;11;40;vistas/img/ofertas/Ropa-para-dama.jpg;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
3;1;1;fisico;vestido-clasico-1;Vestido Clásico;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";29;vistas/img/productos/ropa/ropa02.jpg;3;402;0;0;0;1;1;11;40;vistas/img/ofertas/Ropa-para-dama.jpg;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
4;1;3;fisico;top-dama-1;Top Dama;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";29;vistas/img/productos/ropa/ropa06.jpg;4;401;0;0;0;0;0;0;0;;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
5;2;6;fisico;semibotas-ejecutivas-1;Semibotas Ejecutivas;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";45;vistas/img/productos/calzado/calzado01.jpg;5;400;0;0;0;1;1;22;50;vistas/img/ofertas/Calzado-para-hombre.jpg;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
6;2;7;fisico;tennis-gris-1;Tennis Gris;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";55;vistas/img/productos/calzado/calzado02.jpg;6;399;0;0;0;0;0;0;0;;2017-12-31 23:59:59;1;1;10;2017-12-31 23:59:59
7;2;6;fisico;zapatilla-clasica-1;Zapatilla Clásica;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";45;vistas/img/productos/calzado/calzado03.jpg;7;398;0;0;0;1;1;22;50;vistas/img/ofertas/Calzado-para-hombre.jpg;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
8;2;7;fisico;tennis-verde-1;Tennis Verde;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";55;vistas/img/productos/calzado/calzado04.jpg;8;397;0;0;0;0;0;0;0;;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
9;2;7;fisico;tennis-rojo-1;Tennis Rojo;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";55;vistas/img/productos/calzado/calzado05.jpg;9;396;0;0;0;0;0;0;0;;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
10;2;7;fisico;tennis-azul-1;Tennis Azul;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";55;vistas/img/productos/calzado/calzado06.jpg;10;395;0;0;0;0;0;0;0;;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
11;3;11;fisico;pulsera-de-diamantes-1;Pulsera de diamantes;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";399;vistas/img/productos/accesorios/accesorio01.jpg;11;394;0;0;0;0;0;0;0;;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
12;3;9;fisico;bolso-militar-1;Bolso Militar;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";100;vistas/img/productos/accesorios/accesorio02.jpg;12;393;0;0;0;1;1;20;80;vistas/img/ofertas/Bolsos.jpg;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
13;3;9;fisico;bolso-deportivo-gris-1;Bolso Deportivo Gris;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";100;vistas/img/productos/accesorios/accesorio03.jpg;13;392;0;0;0;1;1;20;80;vistas/img/ofertas/Bolsos.jpg;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
14;3;12;fisico;collar-de-diamantes-1;Collar de diamantes;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";599;vistas/img/productos/accesorios/accesorio04.jpg;14;391;0;0;0;0;0;0;0;;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
15;4;14;fisico;telefono-movil-iphone-1;"Teléfono
 Móvil Iphone";Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";1500;vistas/img/productos/tecnologia/tecnologia01.jpg;15;390;0;0;0;0;0;0;0;;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
16;4;14;fisico;telefono-movil-samsung-1;Teléfono Móvil Samsung;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";800;vistas/img/productos/tecnologia/tecnologia02.jpg;16;389;0;0;0;0;0;0;0;;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
17;4;14;fisico;telefono-movil-lg-1;Teléfono Móvil LG;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";650;vistas/img/productos/tecnologia/tecnologia03.jpg;17;388;0;0;0;0;0;0;0;;2017-12-31 23:59:59;1;1;10;2017-12-31 23:59:59
18;4;14;fisico;telefono-movil-nexus-1;Teléfono Móvil Nexus;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";450;vistas/img/productos/tecnologia/tecnologia04.jpg;18;387;0;0;0;0;0;0;0;;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
19;4;14;fisico;telefono-movil-toshiba-1;Teléfono Móvil Toshiba;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";230;vistas/img/productos/tecnologia/tecnologia05.jpg;19;386;0;0;0;0;0;0;0;;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
20;4;17;fisico;mini-componente-1;Mini Componte;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";100;vistas/img/productos/tecnologia/tecnologia06.jpg;20;385;0;0;0;0;0;0;0;;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
21;5;18;virtual;crea-aplicaciones-con-php-1;Crea aplicaciones con PHP;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{ ""Clases"": ""121 Clases"",""Tiempo"": ""24 horas de estudio"",""Nivel"": ""Nivel B?sico"", ""Acceso"": ""Acceso de por vida"",""Dispositivo"": ""Acceso en dispositivos m?viles y TV"",""Certificado"": ""Certificado de finalizaci?n""}";100;vistas/img/productos/cursos/curso01.jpg;22;384;0;0;1;0;1;10;90;vistas/img/ofertas/cursos.jpg;2017-12-31 23:59:59;0;0;0;2017-12-31 23:59:59
22;5;18;virtual;aprende-javascript-desde-cero-1;Aprende Javascript desde Cero;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{ ""Clases"": ""121 Clases"",""Tiempo"": ""24 horas de estudio"",""Nivel"": ""Nivel B?sico"", ""Acceso"": ""Acceso de por vida"",""Dispositivo"": ""Acceso en dispositivos m?viles y TV"",""Certificado"": ""Certificado de finalizaci?n""}";100;vistas/img/productos/cursos/curso02.jpg;22;383;0;0;1;0;1;10;90;vistas/img/ofertas/cursos.jpg;2017-12-31 23:59:59;0;0;0;2017-12-31 23:59:59
23;5;18;virtual;curso-de-jquery-1;Curso de jQuery;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{ ""Clases"": ""121 Clases"",""Tiempo"": ""24 horas de estudio"",""Nivel"": ""Nivel B?sico"", ""Acceso"": ""Acceso de por vida"",""Dispositivo"": ""Acceso en dispositivos m?viles y TV"",""Certificado"": ""Certificado de finalizaci?n""}";100;vistas/img/productos/cursos/curso03.jpg;23;382;0;0;1;0;1;10;90;vistas/img/ofertas/cursos.jpg;2017-12-31 23:59:59;0;0;0;2017-12-31 23:59:59
24;5;18;virtual;curso-de-canvas-y-javascript-1;Curso de canvas y Javascript;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{ ""Clases"": ""121 Clases"",""Tiempo"": ""24 horas de estudio"",""Nivel"": ""Nivel B?sico"", ""Acceso"": ""Acceso de por vida"",""Dispositivo"": ""Acceso en dispositivos m?viles y TV"",""Certificado"": ""Certificado de finalizaci?n""}";100;vistas/img/productos/cursos/curso04.jpg;24;381;0;0;1;0;1;10;90;vistas/img/ofertas/cursos.jpg;2017-12-31 23:59:59;0;0;0;2017-12-31 23:59:59
25;5;18;virtual;curso-de-bootstrap-1;Curso de Bootstrap;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{ ""Clases"": ""121 Clases"",""Tiempo"": ""24 horas de estudio"",""Nivel"": ""Nivel B?sico"", ""Acceso"": ""Acceso de por vida"",""Dispositivo"": ""Acceso en dispositivos m?viles y TV"",""Certificado"": ""Certificado de finalizaci?n""}";100;vistas/img/productos/cursos/curso05.jpg;25;380;0;0;1;0;1;10;90;vistas/img/ofertas/cursos.jpg;2017-12-31 23:59:59;0;0;0;2017-12-31 23:59:59
26;1;2;fisico;camiseta-playera-1;Camiseta Playera;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";29;vistas/img/productos/ropa/ropa01.jpg;26;379;0;0;0;1;1;11;40;vistas/img/ofertas/Ropa-para-hombre.jpg;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
27;1;1;fisico;falda-de-flores-2;Falda de Flores;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";29;vistas/img/productos/ropa/ropa03.jpg;27;378;0;0;0;1;1;11;40;vistas/img/ofertas/Ropa-para-dama.jpg;2017-12-31 23:59:59;1;1;10;2017-12-31 23:59:59
28;1;1;fisico;vestido-jean-2;Vestido Jean;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";29;vistas/img/productos/ropa/ropa04.jpg;28;377;0;0;0;1;1;11;40;vistas/img/ofertas/Ropa-para-dama.jpg;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
29;1;1;fisico;vestido-clasico-2;Vestido Clásico;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;Lorem ipsum dolor sit amet, consectetur adipisicing elit. Cupiditate minus, consectetur beatae fugit odio iure repudiandae quia distinctio, id ducimus molestiae. Obcaecati, unde. Illo molestiae dolorum, saepe nisi enim iusto.;"{""Talla"": [36,38,40],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null
}";29;vistas/img/productos/ropa/ropa02.jpg;29;376;0;0;0;1;1;11;40;vistas/img/ofertas/Ropa-para-dama.jpg;2017-12-31 23:59:59;0;1;10;2017-12-31 23:59:59
